session,split,frame,orientation,device,ccs_pitch,ccs_yaw,hcs_pitch,hcs_yaw
00006,train,5,1,iPhone 5S,-10.003027310968589,2.0836361366434764,-35.17359714013043,8.232384923784005
00006,train,77,3,iPhone 5S,-3.3441400584735503,13.917247306674698,-34.28249034678475,10.414615159551094
00006,train,61,4,iPhone 5S,1.4335587641202467,-17.924947397531955,-28.82090785173507,-7.2894257165798395
00006,train,7,1,iPhone 5S,-10.081466606262184,2.0555547166792714,-34.25336824782172,8.75826304050924
00006,train,26,1,iPhone 5S,-7.705264450169161,-3.0444815761428075,-30.282717466075614,2.1809721548092273
00006,train,20,1,iPhone 5S,-11.260847946627736,-3.4347962558179512,-33.29379123804058,2.494052034372491
00024,train,1,1,iPhone 5S,-10.690532404001592,0.034794265493860714,-55.36622710724496,-7.4248524276741446
00024,train,9,1,iPhone 5S,-4.82262882794751,-1.0696584457263218,-49.12450061143385,-6.988177172668145
00024,train,55,4,iPhone 5S,-3.1199087661512075,-10.80505836284363,-55.51261734191111,-7.989083103630471
00024,train,90,3,iPhone 5S,1.633532422796592,12.218610125713695,-47.66344253129527,2.7318962232840436
00024,train,24,1,iPhone 5S,-5.883537840464922,-1.2601783530162538,-47.423223180204815,-9.699198789829019
00024,train,39,4,iPhone 5S,2.726606280636919,-2.8724521901810993,-47.91537621788922,3.7923218136860624
00024,train,78,3,iPhone 5S,3.0825121723848112,2.473964568377185,-46.776206502026895,-10.482066481154384
00024,train,18,1,iPhone 5S,-5.438818061827854,-2.4638693103450886,-48.29415479755303,-10.764926942978727
00024,train,4,1,iPhone 5S,-12.031686532746262,-0.98790943751165,-55.93521570347699,-8.759302216731019
00024,train,83,3,iPhone 5S,2.7828543742838536,11.805581651176716,-47.4159223629473,4.288336387797276
00028,train,107,1,iPad Air 2,-3.286749905370216,11.077674384608597,-31.174703584984552,11.071316101103879
00028,train,280,1,iPad Air 2,-3.3414647671920057,10.777389474751306,-33.87552323604218,13.469094157920443
00028,train,23,1,iPad Air 2,-18.32587048023864,-1.2878731252479199,-51.45824958511688,-6.403315815626104
00028,train,789,4,iPad Air 2,10.991749748712435,-23.543014148780188,-38.23351676239114,-15.140620186200971
00028,train,120,1,iPad Air 2,-15.182651344502899,8.51577662007854,-45.322162231806054,10.22339921688228
00028,train,136,1,iPad Air 2,-11.765788680387807,-2.3305933258423397,-42.99264565031447,-4.543952200056016
00028,train,355,1,iPad Air 2,-9.192601583066892,-5.997497609939908,-40.88291884050613,-9.391775498495583
00028,train,206,1,iPad Air 2,-3.3119270149287248,10.838970873511146,-32.72239742982096,10.98892339436113
00028,train,858,4,iPad Air 2,6.494836602209793,-18.140255413557647,-43.71697580379034,-9.032878116040132
00028,train,150,1,iPad Air 2,-9.55681668587165,-6.653220838826056,-38.00909669133879,-10.636397709895233
00033,train,76,1,iPhone 6,-20.58364705574824,5.996593624937952,-62.69245200074541,5.881253972868936
00033,train,461,1,iPhone 6,-15.7185441404277,8.4591213386405,-59.71374775416623,15.09195059516556
00033,train,240,1,iPhone 6,-12.831066624640734,-0.8923280684284666,-51.21451714267424,-3.9149570101242106
00033,train,518,4,iPhone 6,2.5286498829168287,-21.588055377713456,-46.216544913311054,-20.709511590643125
00033,train,665,4,iPhone 6,-2.4535424610627636,-3.5455064120125543,-55.99023054750506,8.224320598389033
00033,train,298,1,iPhone 6,-13.698853765387916,-2.816424557145901,-55.16445621279186,-7.3156728166247005
00033,train,410,1,iPhone 6,-11.600851786194552,8.640152590778722,-54.8506137120968,13.357217563709598
00033,train,414,1,iPhone 6,-10.10117109785186,-2.842879525642248,-52.320586020222514,-6.700717718429382
00033,train,821,4,iPhone 6,1.3943353693574734,-22.656664968627037,-27.413859217796077,-17.802924261265385
00033,train,38,1,iPhone 6,-6.983046467674659,-0.1734317476915419,-45.14249160056952,-7.15246192780029
00034,train,270,4,iPhone 5,3.9918105975220652,-3.7108715164069617,-37.93699572755463,0.2965719008696398
00034,train,650,3,iPhone 5,-2.6646590377949995,12.625817222334023,-39.02862217234033,0.7031459074639836
00034,train,331,4,iPhone 5,3.5899138637442674,-12.220986738646596,-32.63967178134482,-10.058639593246065
00034,train,593,3,iPhone 5,2.071845986653555,5.8055703434287524,-37.58019773928833,-7.654685279610544
00034,train,228,4,iPhone 5,1.3150544049474957,-16.03111978347771,-37.85251799411878,-15.987084569877222
00034,train,107,1,iPhone 5,-15.96148805039847,-1.5377776054170578,-47.690666323235675,-4.310559527517945
00034,train,188,1,iPhone 5,-19.007925139100355,0.04324229456457547,-49.773561673595275,-3.7527272592314014
00034,train,646,3,iPhone 5,1.689240458946274,7.114235605311604,-34.96193206074302,-6.3445175328762495
00034,train,439,4,iPhone 5,1.832912007657656,-17.216884635477705,-37.52719235390877,-14.971432354431629
00034,train,640,3,iPhone 5,5.001801594928253,12.065403050168383,-31.77715320653825,-0.14406617684059253
00087,train,55,3,iPhone 5,0.3130476566334284,14.612878928434213,-63.491061153507914,14.5564165790284
00087,train,50,3,iPhone 5,-3.3002646117521257,3.1550024723691155,-67.8300022251223,-13.386186615058731
00087,train,41,3,iPhone 5,1.1479799407917706,16.289332114660354,-60.92893325893787,18.646091618576573
00087,train,13,1,iPhone 5,-20.631953316499935,3.8322233042344043,-70.1684569805354,9.763744858783923
00087,train,44,3,iPhone 5,0.1981427218123537,2.999870175632075,-63.588000012136774,-11.418486934781052
00087,train,12,1,iPhone 5,-20.729521490719613,3.880715155146985,-70.36384295206554,10.01561196431531
00087,train,34,4,iPhone 5,-0.549635489503697,-15.888827291787697,-51.56059201729947,-18.155306637736576
00087,train,5,1,iPhone 5,-14.140105374439973,3.834215754428891,-65.0063854537729,8.648030675707647
00087,train,54,3,iPhone 5,0.19183792013488868,14.655554017855955,-63.70043989973005,16.550590893367254
00087,train,42,3,iPhone 5,1.209301107048689,16.591816509752583,-61.941058154360384,19.32234043863911
00089,train,4,1,iPhone 5,-14.522046244453408,2.1203150112744207,-59.34762344911246,4.911007834534207
00089,train,6,1,iPhone 5,-6.002415325564314,-3.1499091801884664,-52.4810018493203,-5.046652966852226
00089,train,27,4,iPhone 5,-0.4512406508933035,-13.640475177516562,-54.258151532937156,-15.39925185659688
00089,train,9,1,iPhone 5,-6.688930372009581,-0.19067577100823468,-52.32593953530555,-1.6440870310783147
00089,train,7,1,iPhone 5,-6.686226406492886,-0.19851828135806607,-52.842528008630126,-1.3368391723147834
00089,train,3,1,iPhone 5,-14.361199480827764,2.225826288466724,-59.55683671990425,4.995180080137245
00089,train,46,3,iPhone 5,1.1415255267379194,14.900253693809038,-50.88759548871007,13.479258829779242
00089,train,29,4,iPhone 5,2.896268891515988,-8.177812646464348,-50.58283454896702,-7.691236984752071
00089,train,11,1,iPhone 5,-11.634944311039936,2.018295530821732,-56.65397020513096,4.784065718106228
00089,train,34,4,iPhone 5,3.7409276018894992,-9.371517144600105,-47.55769432049895,-7.601702755482695
00097,train,93,1,iPhone 6,-11.504520262863462,8.417784413976737,-36.20009979908334,8.465478244101154
00097,train,156,1,iPhone 6,-2.9305001310888668,2.5519642511431804,-25.98753379487574,1.7694355429351594
00097,train,116,1,iPhone 6,-19.508202028958323,6.549363676940897,-45.02894795519351,7.74231975424379
00097,train,51,1,iPhone 6,-13.626415606641633,-2.499069580742711,-43.38575803782233,-4.056196589028663
00097,train,270,1,iPhone 6,-13.033797983153097,-2.347242018325615,-38.8535042976753,-5.291571517890658
00097,train,311,1,iPhone 6,-4.86916492724861,4.001367913096333,-34.634634282986624,1.624466749317897
00097,train,254,1,iPhone 6,-18.43871227138223,6.191505703490052,-47.42118408653512,8.39101718677829
00097,train,317,1,iPhone 6,-12.712070337761412,4.482129257173619,-43.43209692771607,3.872837237085077
00097,train,31,1,iPhone 6,-17.973595799549205,1.9953098023069755,-48.56488333686906,0.7378353265746593
00097,train,290,1,iPhone 6,-18.541284882587068,2.1261594724143227,-51.881325193418455,-2.560725250346174
00098,train,619,3,iPhone 5,-4.144521038429645,8.777766718494327,-46.93744755191129,4.2706232518030225
00098,train,371,4,iPhone 5,3.3276697582535277,-2.385804600895003,-32.71399705315548,14.360561721684814
00098,train,200,1,iPhone 5,-10.555862524423917,-2.204477110757651,14.938867258514108,0.3512847707060271
00098,train,665,3,iPhone 5,-2.128515456395224,5.766490927060338,-39.55443542594872,1.9295157622191734
00098,train,412,4,iPhone 5,-2.4239088189123725,-8.221460468982624,-38.14886539896742,6.179701847193634
00098,train,14,1,iPhone 5,-2.6660222079751694,-3.3826020888772983,-36.04513204190989,-3.3599334242870733
00098,train,355,4,iPhone 5,-1.2061236665939967,-12.029138039392171,-40.75806087021501,-0.2795424266724809
00098,train,507,4,iPhone 5,4.1348531957255785,-8.458275228486878,-31.321865198982866,7.654150789965063
00098,train,86,1,iPhone 5,-10.544904917863219,3.379954214768803,-44.95676565157865,6.308152478244572
00098,train,62,1,iPhone 5,-4.339235594951767,2.270863120603138,-35.93759189965519,5.521022368970767
00099,train,413,1,iPhone 6,-10.743683896245521,5.695887822966855,11.006095634404595,12.53037207670599
00099,train,39,1,iPhone 6,-7.7478074364449085,4.827332451839151,13.648999941277605,11.633617044846924
00099,train,1288,3,iPhone 6,5.3568854825575025,15.174083187168128,-33.94505777663119,2.7125256342241073
00099,train,1085,3,iPhone 6,2.3262307280825825,12.73277359764088,-43.755671992322014,2.426692888498047
00099,train,1380,3,iPhone 6,-2.4526308125120595,13.944851190223567,-37.81286435602,1.4020550412551842
00099,train,643,4,iPhone 6,-0.1804262881889479,-7.878190101213569,-43.34786479201774,-6.185314949401321
00099,train,1059,3,iPhone 6,-2.583474662500632,3.5499259798266705,-46.132287578765514,-18.14156320755563
00099,train,1191,3,iPhone 6,5.1746347093158445,7.351497409940304,-35.95437639793072,-7.713527563387828
00099,train,67,1,iPhone 6,-2.9466365210003764,2.2954861770972244,18.508137265215264,9.759261139341774
00099,train,1052,3,iPhone 6,7.084615755140621,5.5071182876517,-36.24244755775924,-12.349478511715075
00102,train,34,1,iPhone 5,-12.030625981637979,4.069130487169857,-57.495035614496835,6.5058515224851705
00102,train,62,1,iPhone 5,-15.930601664127936,-2.624585374095534,-60.25196590316931,-6.943713944622038
00102,train,277,4,iPhone 5,-4.099328444097471,-19.216759091208864,-46.79625746149275,-19.641834935411175
00102,train,134,1,iPhone 5,-5.760939505880368,-1.665167774814975,-47.306649771423366,-4.702776116150174
00102,train,450,4,iPhone 5,4.606232679178642,-11.771209863957054,-45.40664279890691,-4.8853203489568555
00102,train,495,3,iPhone 5,3.304424467716648,9.786360452882317,-49.27920610247903,-1.0218883466381194
00102,train,421,4,iPhone 5,0.6921090485246659,-12.471861261934848,-49.229298300833975,-8.108409371790392
00102,train,147,1,iPhone 5,-14.140045928600548,3.430964525032781,-58.06616412788058,6.385106404324408
00102,train,321,4,iPhone 5,2.188593537206556,-7.712565977862356,-45.811716074038706,-1.3262874526931658
00102,train,274,4,iPhone 5,0.8557835003459036,-13.726413207182555,-48.40665892380571,-10.202511459489573
00103,train,5,1,iPhone 5S,-13.943562503141461,-2.207762185320151,-39.72062322767797,0.8512694708251681
00103,train,4,1,iPhone 5S,-5.912441975354536,-1.6306845721625418,-30.869885170769507,1.4894756297850886
00103,train,145,1,iPhone 5S,-16.25409269885361,-4.308321524192916,-48.5838081021689,-0.3112350329023585
00103,train,85,1,iPhone 5S,-9.2233403371487,-3.8040940620243977,-38.759637061613255,-1.067864619043921
00103,train,32,1,iPhone 5S,-5.728476287286714,0.5146930501705178,-32.63183519915259,4.650571706076653
00103,train,120,1,iPhone 5S,-16.059794168222616,-1.0137912530650162,-50.08870464027188,4.840990573655406
00103,train,33,1,iPhone 5S,-5.71875257841304,0.5601058320908258,-29.083661225723567,4.946483483224063
00103,train,38,1,iPhone 5S,-15.996249973977358,-2.5856254537263865,-40.91437128593336,1.8165284597669933
00103,train,21,1,iPhone 5S,-11.552460407017435,2.365549837565589,-40.275779596231445,6.774354303874791
00103,train,125,1,iPhone 5S,-13.286846813360546,-2.103870357129649,-46.72026546373481,2.720155176740861
00104,train,1059,3,iPhone 6,3.9187968752331535,7.79156726443073,-43.43069432622137,-0.45878532864022625
00104,train,716,4,iPhone 6,1.4264146181430237,-9.835978940133923,-52.21185334075176,1.798880581325541
00104,train,958,4,iPhone 6,0.14984314553193673,-12.478183003660513,-56.35587323636818,-2.0011957347363523
00104,train,762,4,iPhone 6,0.3136971962167835,-19.594979966663406,-52.26712774682159,-13.818949255747867
00104,train,1314,3,iPhone 6,6.459957764280754,22.13425566293728,-46.6168656087484,18.209626288036127
00104,train,640,4,iPhone 6,0.7214555981418261,-17.983799049240663,-49.57439311991689,-9.897820467086483
00104,train,1455,3,iPhone 6,5.375682349523064,4.91946848207763,-55.383617082131146,-3.9278221614491025
00104,train,785,4,iPhone 6,-1.397890528271287,-22.508517560901034,-54.42849541961276,-17.679548922537244
00104,train,370,1,iPhone 6,-24.388251232141844,-3.199677929631253,-68.8835277013852,-9.748406178606057
00104,train,819,4,iPhone 6,2.3617528200777183,-8.429483631020787,-51.51425007727688,6.1265237076015335
00114,train,286,1,iPhone 5C,-3.2022229739984285,-0.07861507429566039,-36.14552539271462,-3.0509117196885898
00114,train,83,1,iPhone 5C,-12.789414336092607,-3.752076928552174,-51.27932925401997,-11.467525639675193
00114,train,169,1,iPhone 5C,-16.50096938239848,-4.754622151807351,-45.000804704956,-3.7583923342670436
00114,train,253,1,iPhone 5C,-12.908266725565579,-0.8156115747249778,-39.52382294629677,-0.9011955551765862
00114,train,511,4,iPhone 5C,0.6198918631020769,-16.69229646694714,-33.904939562105945,-2.4373711001449005
00114,train,729,3,iPhone 5C,1.3254991726282268,7.532204854367822,-46.47609074837954,-22.31926300233179
00114,train,250,1,iPhone 5C,-10.184067063794773,-1.893633539245244,-39.411498808114246,-3.240143682474642
00114,train,508,4,iPhone 5C,4.611868284052468,-10.224848728847984,-23.82173250348196,6.49474449307004
00114,train,138,1,iPhone 5C,-11.084478421569349,-0.03154888807477181,-36.57835303390807,-3.0653708625143676
00114,train,789,3,iPhone 5C,3.667274793965848,10.773193726009177,-38.27032266001222,-19.615316037775276
00117,train,1378,3,iPad 4,0.06022171069038842,2.1750320288964766,-57.779693620993406,-12.804478471557935
00117,train,1300,3,iPad 4,-3.8989545392237828,4.651640196520214,-62.58810301394155,-9.045672859274429
00117,train,1245,3,iPad 4,4.256831454746283,18.132439249216127,-52.45529712708603,14.353518952860773
00117,train,143,1,iPad 4,-13.79619916143503,-7.59841199981341,-61.25900958519503,-22.23383720740019
00117,train,325,1,iPad 4,-12.690573316407228,8.559639222592686,-67.42172207252874,15.245564008444987
00117,train,310,1,iPad 4,-13.592799202800173,0.5738159677586623,-65.57241481752094,-5.052323490070365
00117,train,897,2,iPad 4,3.7706488865961827,-6.393481586153806,-63.49528389912137,-17.83618414503458
00117,train,1165,3,iPad 4,4.00938290247606,21.354170002001855,-51.264473885881934,20.431392299019176
00117,train,1087,3,iPad 4,-6.971790856471839,24.233088735420477,-60.76949737645625,34.28406742992599
00117,train,401,4,iPad 4,5.310189844956534,-4.733352824399116,-53.245339668476404,2.0786411096152135
00120,train,723,4,iPhone 6 Plus,2.8016535750740093,-11.193418076789019,-48.451882832011435,-1.9491336378643551
00120,train,1114,3,iPhone 6 Plus,-0.9810622130080178,3.5996218252153365,-51.56206402965554,-16.75070389386457
00120,train,1133,3,iPhone 6 Plus,6.135983769775428,17.928467027311296,-44.43868489263725,4.99973637246179
00120,train,279,1,iPhone 6 Plus,-18.633273055472113,5.508197625736556,-54.22220089331767,4.088623577653437
00120,train,1106,3,iPhone 6 Plus,-2.683265849204177,21.1839841576201,-53.812428545333404,12.459097819196966
00120,train,86,1,iPhone 6 Plus,-3.33165585071973,-2.6173500438219865,-34.97619822799775,-6.203727387740758
00120,train,21,1,iPhone 6 Plus,-8.105002672080317,4.789209175657037,-39.36161004550472,2.4695859822507598
00120,train,92,1,iPhone 6 Plus,-19.015480530209867,5.539412257674339,-51.614530714138205,4.615721334786905
00120,train,927,4,iPhone 6 Plus,-6.620219827662888,-17.89653460200129,-57.182412546399085,-15.387632864847832
00120,train,419,1,iPhone 6 Plus,-23.578140733869667,-3.330060389754498,-60.36765330906849,-11.70909225979563
00121,train,1355,3,iPhone 6,-0.5733006559915385,5.242145594585573,-45.07845319593131,-3.8944790645211094
00121,train,782,4,iPhone 6,1.5130502257750127,-18.295680803986752,-30.894668302181437,-3.6928755567023526
00121,train,1348,3,iPhone 6,1.5581096758516504,19.47538761088625,-37.56815955691524,13.86469563794809
00121,train,974,3,iPhone 6,-0.7957753124450968,24.020539027399998,-39.53582525018703,19.380217789352542
00121,train,133,1,iPhone 6,-14.39175566920437,9.342763549922916,-19.08634527529737,8.902760144682277
00121,train,1328,3,iPhone 6,8.13724714629151,14.2086489469971,-30.939480446943115,7.693498378758488
00121,train,1376,3,iPhone 6,0.20780520145299222,7.605949241337342,-45.88404364329725,2.174539260639232
00121,train,1230,3,iPhone 6,6.367260415410381,7.1018599921328684,-32.185850581508916,-3.434512076263994
00121,train,1157,3,iPhone 6,-2.534687291845605,3.6517498644161708,-38.29962939604927,-8.224488380122205
00121,train,783,4,iPhone 6,1.6004996904622062,-18.31437927118097,-32.357299719308934,-3.8957267117027583
00122,train,0,1,iPhone 6 Plus,-19.018084699975372,5.66550043552475,-53.744299269114,10.518754244924814
00122,train,649,4,iPhone 6 Plus,-7.727049560193206,-18.599259655656205,-44.56433639243706,-20.657429495392304
00122,train,968,3,iPhone 6 Plus,6.100048783792868,22.663925119611402,-26.762862129525647,7.557664727897503
00122,train,342,1,iPhone 6 Plus,-31.056220203802855,-0.8991732322933441,-69.43184555802308,-3.889942471332726
00122,train,914,3,iPhone 6 Plus,2.5681172944271378,16.288627974007078,-33.2058047612857,4.099804818299719
00122,train,304,1,iPhone 6 Plus,-11.09621897214611,5.158284963603163,-46.37672375005552,7.071280270349406
00122,train,10,1,iPhone 6 Plus,-10.437885542200306,5.017224102964428,-42.21241930370662,5.047637755734915
00122,train,316,1,iPhone 6 Plus,-3.9231635988478115,9.923063839281195,-37.30946484687122,12.5953666500549
00122,train,333,1,iPhone 6 Plus,-31.75199359004035,-4.549644386491809,-70.84591412132893,-12.968955511419251
00122,train,1226,3,iPhone 6 Plus,1.3303730551767374,7.9155073901005455,-39.06023024401477,-3.0157408408767057
00123,train,1345,3,iPhone 5S,1.9625777420830604,9.72355592403111,-48.03195845683027,1.341649432564019
00123,train,878,4,iPhone 5S,3.9569816441280037,-10.740055569083365,-38.3576463003965,2.0882331426988854
00123,train,247,1,iPhone 5S,-3.302175137504047,3.980784404856953,-43.901351191811294,8.873135196270638
00123,train,1132,3,iPhone 5S,-3.1541901233674285,11.243756752945277,-55.12996789686305,9.89298048351998
00123,train,302,1,iPhone 5S,-3.405171456812219,-3.8475913808877213,-45.16224353502218,-1.1113351975371695
00123,train,259,1,iPhone 5S,-15.301129292292464,2.349595071602208,-58.88711666258654,9.134638266917564
00123,train,742,4,iPhone 5S,-0.16655725587325507,-6.9891203213371025,-57.27631024185701,-0.8848209596767728
00123,train,472,4,iPhone 5S,1.8340334316831017,-11.231086329458721,-50.77069533602921,-2.195251693700495
00123,train,951,3,iPhone 5S,-0.7972217559043684,9.869786907485466,-47.04598639082456,4.940698312110256
00123,train,1086,3,iPhone 5S,-3.345252364759727,14.309623580975298,-52.89927998844045,14.480747147029641
00124,train,299,1,iPad Air,-18.501058635477495,4.648139369117887,-54.106569097585954,8.069321450722919
00124,train,130,1,iPad Air,-2.537505530652122,0.10333498071833581,24.87167000158327,0.07440198510890943
00124,train,534,4,iPad Air,-8.473038932032866,-17.78770559169261,-41.72743410483377,-9.446483718103783
00124,train,1037,3,iPad Air,0.11980598598818301,15.880338691715796,-37.42244179239867,-1.9774586612224734
00124,train,1042,3,iPad Air,-3.8200030668359637,5.520450327451312,-39.631477481728325,-16.81867106682976
00124,train,325,1,iPad Air,-8.673320473643855,4.226449844726814,-43.28806768846036,4.150768615237324
00124,train,104,1,iPad Air,-10.746828136291299,5.5246744646349,16.463360015105327,6.042980687082982
00124,train,670,4,iPad Air,-4.304394090399351,-7.880104984636474,-38.729599335086135,0.9979756284188197
00124,train,932,2,iPad Air,16.873265925547116,-1.275162908531251,-35.70371327882891,-4.69798393940096
00124,train,137,1,iPad Air,-23.862611291574016,-4.509869814860582,-58.17004164886821,-9.098387782726789
00127,train,481,4,iPhone 6 Plus,-2.1655799794210653,-17.55830374292549,-56.88878364532041,-14.952227231067502
00127,train,439,1,iPhone 6 Plus,-31.921901453797638,8.662944342932558,-76.1590489913795,26.769612863978836
00127,train,469,4,iPhone 6 Plus,4.906946914055082,-31.034232806344434,-45.510497175782724,-30.755186852886336
00127,train,487,4,iPhone 6 Plus,-2.5738115659325103,-11.453465845290024,-57.003645472534544,-0.6366463379648044
00127,train,454,4,iPhone 6 Plus,-2.1717159294267385,-3.375327333114357,-52.72212362257566,16.62223427565184
00127,train,451,4,iPhone 6 Plus,-2.1857688433109606,-3.4350645826072816,-52.267330709068546,16.514727436148934
00127,train,472,4,iPhone 6 Plus,-5.509564108299888,-24.488293939097087,-58.599641482502456,-28.73027789713869
00127,train,479,4,iPhone 6 Plus,-2.1032368446362826,-17.817818561294576,-57.195222987449114,-16.110353640508816
00127,train,457,4,iPhone 6 Plus,-4.740066983187663,-20.217906225179327,-57.067674211404466,-15.9237858565105
00127,train,480,4,iPhone 6 Plus,-2.109260844463938,-17.810454311706135,-57.09394022791675,-16.560299459743558
00128,train,791,3,iPhone 6 Plus,3.530278597183035,15.422721737341691,-43.828032085233886,8.277618201204247
00128,train,254,1,iPhone 6 Plus,-6.063509295858787,-0.09518308544725451,22.15375263946642,2.7752197152931832
00128,train,710,4,iPhone 6 Plus,-3.120168310495728,-14.966775545211984,-47.390731184067604,-15.480875131930153
00128,train,781,4,iPhone 6 Plus,-0.1338827637341718,-17.146419836154937,-42.952021172935254,-17.346407744264216
00128,train,928,3,iPhone 6 Plus,-0.23916383776493522,11.524831565609992,-47.969035824632506,4.155460111728162
00128,train,47,1,iPhone 6 Plus,-10.067008037421388,1.339000590214191,19.78527799702163,3.795653814293864
00128,train,17,1,iPhone 6 Plus,-16.757597245559616,4.535173986782607,13.40655495777409,6.713630453230724
00128,train,569,4,iPhone 6 Plus,-3.90803453106936,-8.616894408799208,-48.59282924336281,-6.592425867848627
00128,train,510,4,iPhone 6 Plus,2.779463913718891,-13.358728383489055,-38.4290711276777,-11.70222636891723
00128,train,375,1,iPhone 6 Plus,-18.72527807559257,1.3220748853088455,11.578155584427666,3.881630827455462
00130,train,666,4,iPhone 6,0.020836578257042975,-9.3360972182797,-23.50108909291309,-0.9375105775561124
00130,train,4,1,iPhone 6,-1.13519994719159,0.4317621745771946,-29.95967878696224,-16.48121583938589
00130,train,985,3,iPhone 6,0.18240709907707675,0.22444033575453484,-20.354597603629465,-35.073330175021916
00130,train,1280,3,iPhone 6,-2.440916372023509,14.847966287474266,-43.59494829750624,-5.530503624585512
00130,train,892,3,iPhone 6,0.517840160052666,21.667210064923673,-34.98647332363603,0.9473686076007838
00130,train,342,1,iPhone 6,-0.42349217852872517,0.271299014215028,-24.15634497277869,-34.89716213647351
00130,train,70,1,iPhone 6,-0.07565743832332615,-0.022583257539600558,0.2333481402110711,-13.0850788541429
00130,train,460,4,iPhone 6,-5.5297751451206025,-13.198978711220112,-32.97073393556548,-5.486807423388143
00130,train,153,1,iPhone 6,-1.1239647268389368,-0.0792392818877024,-29.494327233224347,-14.75610630035215
00130,train,878,3,iPhone 6,6.196991490515594,19.21071858867512,-31.887484830517497,-0.22850593078548143
00132,train,411,4,iPhone 5,0.5132598779011575,-19.762001081345954,-33.663775657579116,-12.781438724068092
00132,train,591,3,iPhone 5,-1.2157923230388228,16.182250610043916,-49.100201363773884,11.798645931674148
00132,train,626,3,iPhone 5,1.0939006585428495,6.601845458745186,-43.09223188975612,-3.1742183669157567
00132,train,630,3,iPhone 5,-0.7963675614596025,6.25691270214871,-44.65144122428971,-3.715935524253418
00132,train,38,1,iPhone 5,-12.07823600159624,-4.390745187899889,11.474224091471422,-2.122606427334182
